Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Dwight Howard,PHI,35,C-F,69,3.4,6.8,49.7,54.6,2020-21
Jarred Vanderbilt,MIN,22,F,63,3.4,6.8,50,54.3,2020-21
Trae Young,ATL,22,G,63,3.9,6.8,57.2,51.3,2020-21
Damian Lillard,POR,30,G,64,3.8,6.8,55.4,52.2,2020-21
Giannis Antetokounmpo,MIL,26,F,59,3.3,6.8,48.7,54.1,2020-21
Donte DiVincenzo,MIL,24,G,65,3.6,6.7,53.3,52.4,2020-21
Patrick Williams,CHI,19,F,71,3.8,6.7,57.1,53.7,2020-21
Josh Jackson,DET,24,G-F,62,3.6,6.7,53.9,52,2020-21
Joe Harris,BKN,29,G-F,69,3.3,6.6,50.4,52.2,2020-21
Jae'Sean Tate,HOU,25,F,70,3.6,6.5,54.6,53.4,2020-21
Jae Crowder,PHX,30,F,58,3.2,6.4,49.2,53,2020-21
Collin Sexton,CLE,22,G,60,3.6,6.4,57.3,52.1,2020-21
Brandon Clarke,MEM,24,F,59,3.2,6.4,50.7,53.9,2020-21
Cory Joseph,DET,29,G,61,3.4,6.3,53.7,51.8,2020-21
Raul Neto,WAS,29,G,63,3.3,6.2,53.3,51.5,2020-21
Bojan Bogdanovic,UTA,32,F,72,3.1,6.2,50.2,53.6,2020-21
Jayson Tatum,BOS,23,F-G,64,3.3,6.1,54,52.8,2020-21
Elfrid Payton,NYK,27,G,61,3.1,6,51.1,51.6,2020-21
Chris Paul,PHX,36,G,68,3.4,6,57.4,52.4,2020-21
Kent Bazemore,GSW,31,G-F,66,2.8,5.9,46.7,52.5,2020-21
Dwayne Bacon,ORL,25,G-F,70,3.3,5.9,55.3,52.8,2020-21
Kentavious Caldwell-Pope,LAL,28,G,67,3.1,5.9,52.4,52.7,2020-21
Brandon Ingram,NOP,23,F,59,3.3,5.9,55,52.9,2020-21
Bruce Brown,BKN,24,G-F,65,3.1,5.9,53.1,52.7,2020-21
Kyle Kuzma,LAL,25,F,68,3.2,5.8,54.3,53,2020-21
T.J. McConnell,IND,29,G,68,3.3,5.8,56,51.1,2020-21
Reggie Jackson,LAC,31,G,66,3,5.8,51.8,51.5,2020-21
Pat Connaughton,MIL,28,G,68,3.1,5.8,52.9,52.5,2020-21
Terance Mann,LAC,24,G-F,62,3.1,5.8,54.1,52.2,2020-21
Dean Wade,CLE,24,F-C,60,3.1,5.7,54.1,53.2,2020-21
Landry Shamet,BKN,24,G,61,3.3,5.7,57.2,52.2,2020-21
Matisse Thybulle,PHI,24,G-F,64,2.7,5.6,47.6,51.1,2020-21
Ricky Rubio,MIN,30,G,67,3.1,5.5,56.2,52.3,2020-21
Rudy Gay,SAS,34,F-G,63,2.7,5.5,48.4,53.2,2020-21
Saddiq Bey,DET,22,F,70,3,5.5,54.7,53.4,2020-21
Josh Okogie,MIN,22,G,58,3.2,5.5,57.4,53.4,2020-21
Cameron Johnson,PHX,25,F,59,2.7,5.3,50.2,52.3,2020-21
Theo Maledon,OKC,20,G,64,3,5.3,55.8,51.6,2020-21
Solomon Hill,ATL,30,F,71,2.9,5.3,53.4,52.8,2020-21
Doug McDermott,IND,29,F,65,2.8,5.3,52.3,53.7,2020-21
Josh Richardson,DAL,27,G,59,2.7,5.3,51.3,52,2020-21
Tim Hardaway Jr.,DAL,29,G-F,70,2.8,5.3,52.7,52.4,2020-21
DeMar DeRozan,SAS,31,G-F,61,3,5.3,57.3,53.2,2020-21
Lonnie Walker IV,SAS,22,G-F,60,2.8,5.3,53.6,52.3,2020-21
Kenrich Williams,OKC,26,G-F,63,2.7,5.3,51.8,51.9,2020-21
Jordan Clarkson,UTA,29,G,68,2.8,5.3,52.9,52.1,2020-21
Norman Powell,POR,28,G,69,2.8,5.2,52.8,52.8,2020-21
Tomas Satoransky,CHI,29,G,58,2.7,5,53.6,51.2,2020-21
Markieff Morris,LAL,31,F,60,2.6,5,51.5,53.7,2020-21
Alex Caruso,LAL,27,G,58,2.4,5,47.7,51.7,2020-21
Joe Ingles,UTA,33,F-G,67,2.4,4.9,48.5,52,2020-21
Aaron Holiday,IND,24,G,64,2.5,4.9,51.4,51.4,2020-21
Facundo Campazzo,DEN,30,G,63,2.6,4.8,54.4,51.8,2020-21
Shake Milton,PHI,24,G-F,63,2.5,4.8,51.5,51.2,2020-21
Stephen Curry,GSW,33,G,62,2.5,4.8,51.7,52.1,2020-21
Grant Williams,BOS,22,F,63,2.2,4.7,47.3,52.4,2020-21
Talen Horton-Tucker,LAL,20,G,65,2.5,4.7,53.1,53,2020-21
Svi Mykhailiuk,OKC,24,G-F,63,2.6,4.7,56.3,52.3,2020-21
Patty Mills,SAS,32,G,67,2.5,4.6,55.4,51.8,2020-21
Jalen Brunson,DAL,24,G,68,2.4,4.5,52.6,51,2020-21
Cedi Osman,CLE,26,F,59,2.3,4.4,52.1,52,2020-21
Andre Iguodala,MIA,37,G-F,61,2.3,4.3,53.4,53.5,2020-21
Wesley Matthews,LAL,34,G,58,2.1,4.3,50,52.1,2020-21
Luke Kennard,LAC,25,G,59,2.6,4.3,60.7,51.7,2020-21
Payton Pritchard,BOS,23,G,66,2.4,4.2,57.8,51.8,2020-21
Carmelo Anthony,POR,37,F,66,2.2,4.2,53.6,53.9,2020-21
Immanuel Quickley,NYK,22,G,63,2,4,50.4,51.8,2020-21
Devin Vassell,SAS,20,G-F,61,2.2,4,55.6,52.7,2020-21
Brad Wanamaker,CHA,31,G,61,2.2,4,56,52,2020-21
Cameron Payne,PHX,26,G,58,2,3.8,51.6,51.9,2020-21
Garrison Mathews,WAS,24,G,61,2.3,3.8,61.7,52.2,2020-21
Terence Davis,SAC,24,G,59,2.2,3.7,58.6,53.2,2020-21
Anfernee Simons,POR,22,G,59,2.1,3.7,57.6,51.8,2020-21
Desmond Bane,MEM,23,G,68,1.7,3.6,47,52.6,2020-21
Georges Niang,UTA,28,F,70,1.6,3.5,44.4,51.6,2020-21
Bryn Forbes,MIL,27,G,68,1.9,3.4,57.2,52.6,2020-21
Tyus Jones,MEM,25,G,70,1.8,3.3,55.3,51,2020-21
Denzel Valentine,CHI,27,G,60,1.9,3.2,57.7,52.4,2020-21
Lou Williams,ATL,34,G,66,1.7,3.1,54.7,51.3,2020-21
Tyrese Maxey,PHI,20,G,58,1.6,3,52.9,50.6,2020-21
Obi Toppin,NYK,23,F,60,1.1,2.4,45.9,54.1,2020-21
Rudy Gobert,UTA,28,C,68,7.7,17.7,43.4,53,2019-20
Hassan Whiteside,POR,31,C,66,6.9,14.6,47.1,54.4,2019-20
Nikola Vucevic,ORL,29,C,62,7.5,14.3,52.1,53.6,2019-20
Brook Lopez,MIL,32,C,67,6.3,14.2,44.5,53.3,2019-20
Jarrett Allen,BKN,22,C,70,6.4,13.3,47.8,53.2,2019-20
Nikola Jokic,DEN,25,C,73,6.9,13.3,52.3,55.5,2019-20
Jonas Valanciunas,MEM,28,C,70,6,12.7,47.4,53.5,2019-20
Domantas Sabonis,IND,24,F-C,62,6.3,12.7,49.4,53.3,2019-20
Steven Adams,OKC,26,C,62,6.2,12.5,49.8,53.8,2019-20
Montrezl Harrell,LAC,26,F-C,63,5.4,11.7,46.1,53.2,2019-20
Myles Turner,IND,24,C-F,62,5.8,11.5,50.3,54.9,2019-20
Al Horford,PHI,34,C-F,67,6,11.5,51.8,53.2,2019-20
Daniel Theis,BOS,28,F-C,65,5.3,10.8,49.4,53.5,2019-20
James Harden,HOU,30,G,68,5.6,10.8,51.8,52.7,2019-20
Ivica Zubac,LAC,23,C,72,4.3,9.9,43.5,54.4,2019-20
Bam Adebayo,MIA,22,C-F,71,4.7,9.8,47.6,53.4,2019-20
Pascal Siakam,TOR,26,F,60,5.1,9.8,51.8,53.4,2019-20
P.J. Tucker,HOU,35,F,71,4.8,9.6,50.4,52.9,2019-20
Jrue Holiday,NOP,30,G,61,5,9.5,52.3,52.7,2019-20
Maxi Kleber,DAL,28,F,73,4.7,9.4,49.7,52.7,2019-20
CJ McCollum,POR,28,G,69,4.5,9.2,49,51.3,2019-20
Anthony Davis,LAL,27,F-C,62,4.2,9.2,45.3,53.1,2019-20
Lonzo Ball,NOP,22,G,63,4.7,8.9,52.1,51.8,2019-20
Nemanja Bjelica,SAC,32,F,72,4.9,8.8,56.1,54,2019-20
Trae Young,ATL,21,G,60,5,8.8,57.1,50.4,2019-20
Mitchell Robinson,NYK,22,C-F,61,4.1,8.7,47.4,53.7,2019-20
Jakob Poeltl,SAS,24,C,65,4.3,8.5,50.3,54.2,2019-20
Christian Wood,DET,24,F,60,4.2,8.4,50.1,53.2,2019-20
Shai Gilgeous-Alexander,OKC,21,G-F,70,4.6,8.4,55.1,51.6,2019-20
Robin Lopez,MIL,32,C,65,3.8,8.4,45.6,52.3,2019-20
Miles Bridges,CHA,22,F,64,4.3,8.3,52.2,53.3,2019-20
Nerlens Noel,OKC,26,C-F,61,4.3,8.3,51.8,54.9,2019-20
De'Andre Hunter,ATL,22,F-G,63,4.4,8.2,53.5,52.1,2019-20
Gorgui Dieng,MEM,30,C,62,4.1,8.2,50.6,53.6,2019-20
Buddy Hield,SAC,27,G,72,4.3,8,54.2,52.1,2019-20
Dario Saric,PHX,26,F,65,3.9,8,48.5,52.8,2019-20
Darius Garland,CLE,20,G,59,4.8,8,59.7,50.9,2019-20
Aaron Gordon,ORL,24,F,62,4,7.9,50.4,53.7,2019-20
Dorian Finney-Smith,DAL,27,F,70,4,7.9,50.3,52.8,2019-20
Royce O'Neale,UTA,27,F,71,4.4,7.9,55.2,52,2019-20
Josh Hart,NOP,25,G,65,4.2,7.8,53.1,52.8,2019-20
Robert Covington,HOU,29,F,70,4.5,7.8,57.4,52.8,2019-20
Julius Randle,NYK,25,F-C,64,3.8,7.8,48.8,53.5,2019-20
Luka Doncic,DAL,21,F-G,59,4.3,7.7,55.4,51.9,2019-20
Danuel House Jr.,HOU,27,F-G,63,4.2,7.7,54.2,51.9,2019-20
Will Barton,DEN,29,G,58,4.3,7.7,55.7,52.9,2019-20
Mason Plumlee,DEN,30,F-C,61,3.7,7.6,49.1,53.4,2019-20
Derrick White,SAS,25,G,67,4.1,7.6,54.2,52.5,2019-20
Damian Lillard,POR,29,G,65,3.9,7.5,52.4,52.3,2019-20
Devin Booker,PHX,23,G,70,4.1,7.5,55.1,52.2,2019-20
Brandon Ingram,NOP,22,F,62,3.8,7.5,51,52.3,2019-20
Kyle Lowry,TOR,34,G,58,3.8,7.4,51.4,51.8,2019-20
Marquese Chriss,GSW,22,F,59,3.8,7.4,51.4,53.7,2019-20
Mikal Bridges,PHX,23,F,72,4.1,7.3,55.3,52.4,2019-20
Tobias Harris,PHI,27,F,72,3.9,7.3,54.2,52.6,2019-20
Danny Green,LAL,33,G,68,3.9,7.3,53.5,52.3,2019-20
Dwight Howard,LAL,34,C-F,69,3.8,7.2,52.5,53,2019-20
Evan Fournier,ORL,27,G-F,66,4.1,7.2,56.4,51.6,2019-20
Ja Morant,MEM,20,G,67,3.9,7.2,53.5,51,2019-20
Spencer Dinwiddie,BKN,27,G,64,3.6,7.1,50.5,51.4,2019-20
Taurean Prince,BKN,26,F,64,3.9,7.1,55.1,52.7,2019-20
Collin Sexton,CLE,21,G,65,4.5,7.1,62.3,51.7,2019-20
JaVale McGee,LAL,32,C-F,68,3.5,7.1,49.1,54.4,2019-20
Terry Rozier,CHA,26,G,62,4.3,7.1,60.6,52,2019-20
Dennis Schroder,OKC,26,G,65,3.5,7,48.9,51.7,2019-20
Glenn Robinson III,PHI,26,F,62,3.9,7,55.5,52.7,2019-20
Brandon Clarke,MEM,23,F-G,58,3.6,7,51.2,53.4,2019-20
Zach LaVine,CHI,25,G-F,60,3.4,6.9,48.7,51.9,2019-20
Thaddeus Young,CHI,32,F,64,3.6,6.9,52.5,53.5,2019-20
Tony Snell,DET,28,G,58,4,6.9,57.3,52.3,2019-20
Giannis Antetokounmpo,MIL,25,F,62,2.6,6.8,38.4,52.3,2019-20
Harrison Barnes,SAC,28,F,72,3.7,6.8,54,52.7,2019-20
Devonte' Graham,CHA,25,G,62,3.8,6.8,55.6,51.5,2019-20
Cedi Osman,CLE,25,F,65,3.9,6.8,57.6,51.4,2019-20
Jamal Murray,DEN,23,G,59,4,6.8,58.6,52.5,2019-20
Garrett Temple,BKN,34,G-F,62,3.4,6.7,50.5,51.1,2019-20
Troy Brown Jr.,WAS,20,G-F,69,3.9,6.7,58.6,51.8,2019-20
Kent Bazemore,SAC,30,G-F,68,3.3,6.7,49.6,52.1,2019-20
Ricky Rubio,PHX,29,G,64,4,6.7,59.9,51.7,2019-20
Joe Harris,BKN,28,G-F,69,3.6,6.7,53.6,51.5,2019-20
Cam Reddish,ATL,20,F-G,58,3.5,6.6,53,51.6,2019-20
Eric Bledsoe,MIL,30,G,60,3.1,6.6,47.7,50.6,2019-20
Dillon Brooks,MEM,24,G-F,73,3.2,6.6,49.1,52.2,2019-20
Markelle Fultz,ORL,22,G,72,3.6,6.5,54.9,50.9,2019-20
Kendrick Nunn,MIA,24,G,66,3.4,6.5,52.8,51.2,2019-20
Justin Holiday,IND,31,F-G,73,3.3,6.5,51.6,52.1,2019-20
Dejounte Murray,SAS,23,G,65,3.7,6.5,57.5,53.2,2019-20
Ish Smith,WAS,31,G,68,3.5,6.4,55.3,50.8,2019-20
Jaxson Hayes,NOP,20,C-F,63,3.5,6.4,54.8,53.8,2019-20
Danilo Gallinari,OKC,31,F,62,3.6,6.4,56.3,53.6,2019-20
Kyle Kuzma,LAL,24,F,61,3.3,6.4,51.3,51.9,2019-20
Aaron Holiday,IND,23,G,65,3.3,6.4,52,51.3,2019-20
Jayson Tatum,BOS,22,F-G,66,3.3,6.3,51.7,51.8,2019-20
Tomas Satoransky,CHI,28,G,65,3.7,6.3,58.5,52.3,2019-20
Jimmy Butler,MIA,30,F,58,3.1,6.3,48.8,52.6,2019-20
Marcus Smart,BOS,26,G,60,3.1,6.2,50.5,52.4,2019-20
Mo Bamba,ORL,22,C,62,3.2,6.2,51.2,53.8,2019-20
DeMar DeRozan,SAS,30,G-F,67,3.4,6.2,55.1,53.2,2019-20
Josh Okogie,MIN,21,G,62,3.4,6.2,55.6,51.7,2019-20
Tim Hardaway Jr.,DAL,28,G-F,70,3.3,6.2,54.2,51.8,2019-20
Jae Crowder,MIA,29,F,64,3.5,6.2,56.1,52.2,2019-20
Marcus Morris Sr.,LAC,30,F,62,3,6.2,48,53,2019-20
Cory Joseph,SAC,28,G,72,3.4,6.2,54.9,52.4,2019-20
Thon Maker,DET,23,F-C,59,3.2,6.1,52.2,54.3,2019-20
Bojan Bogdanovic,UTA,31,F,63,3.2,6.1,52,51.9,2019-20
Bobby Portis,NYK,25,F,66,3.1,6.1,51.3,53.3,2019-20
Chris Paul,OKC,35,G,70,3.5,6,58.4,52.4,2019-20
Bogdan Bogdanovic,SAC,27,G,61,3.3,5.9,54.7,52.1,2019-20
Donovan Mitchell,UTA,23,G,69,3.3,5.9,55.1,51.7,2019-20
LeBron James,LAL,35,F,67,2.8,5.8,48.6,52.7,2019-20
Duncan Robinson,MIA,26,F,71,3.1,5.8,54.1,51.4,2019-20
Rudy Gay,SAS,33,F-G,66,2.8,5.8,48.9,52.2,2019-20
Goran Dragic,MIA,34,G,58,3.1,5.7,53.6,50.9,2019-20
Joe Ingles,UTA,32,F-G,71,3.3,5.7,57.4,51.6,2019-20
OG Anunoby,TOR,22,F,68,2.8,5.7,49.2,52.7,2019-20
T.J. Warren,IND,26,F,67,3,5.7,52.1,52.1,2019-20
Lou Williams,LAC,33,G,65,3,5.7,53,50.6,2019-20
Alec Burks,PHI,28,G,66,3,5.6,53.5,52.2,2019-20
Alex Caruso,LAL,26,G,64,2.8,5.6,49.4,51.1,2019-20
Austin Rivers,HOU,27,G,66,2.9,5.6,52.9,51.8,2019-20
Pat Connaughton,MIL,27,G,65,2.6,5.5,46.5,50.5,2019-20
Maurice Harkless,NYK,27,F-G,62,2.8,5.5,50.3,52.3,2019-20
Darius Bazley,OKC,20,F-G,60,3,5.5,53.5,51.6,2019-20
Kelly Olynyk,MIA,29,F-C,65,3,5.5,55.6,53.7,2019-20
Langston Galloway,DET,28,G,65,2.9,5.5,52.5,50.8,2019-20
Bryn Forbes,SAS,26,G,62,3.2,5.5,58.3,51.5,2019-20
Eric Paschall,GSW,23,F,60,2.8,5.4,52.3,52.9,2019-20
Delon Wright,DAL,28,G,72,2.9,5.3,54.4,51.5,2019-20
Jerami Grant,DEN,26,F,71,2.7,5.3,50.8,53.7,2019-20
Ben McLemore,HOU,27,G,71,3.1,5.3,58.7,51.9,2019-20
Kentavious Caldwell-Pope,LAL,27,G,69,3,5.3,56.4,51.5,2019-20
Anfernee Simons,POR,21,G,69,2.7,5.3,50.7,50.9,2019-20
Coby White,CHI,20,G,65,3.2,5.2,62.1,51.6,2019-20
Jarrett Culver,MIN,21,G-F,63,2.6,5.2,50.5,52.2,2019-20
Rondae Hollis-Jefferson,TOR,25,F,60,2.5,5.2,47.9,51.9,2019-20
Chris Boucher,TOR,27,F-C,58,2.5,5.2,48.7,53,2019-20
Trey Lyles,SAS,24,F,61,2.9,5.2,56.8,53.4,2019-20
De'Anthony Melton,MEM,22,G,60,2.8,5.1,53.6,52.5,2019-20
Jeff Teague,ATL,32,G,59,2.9,5.1,56.3,51.1,2019-20
Grant Williams,BOS,21,F,68,2.6,5.1,51,51.7,2019-20
Donte DiVincenzo,MIL,23,G,65,2.3,5,46.5,50.7,2019-20
Isaac Bonga,WAS,20,G,64,2.8,5,55,52.1,2019-20
Khris Middleton,MIL,28,F,61,2.2,5,44.3,51.5,2019-20
Jordan Clarkson,UTA,28,G,71,2.4,5,48.6,50.9,2019-20
JaMychal Green,LAC,30,F-C,63,2.7,5,53.5,53.3,2019-20
Taj Gibson,NYK,35,F,61,2.5,5,51,53.6,2019-20
Terrence Ross,ORL,29,G-F,69,2.6,4.9,53.7,52.1,2019-20
Wesley Matthews,MIL,33,G,65,2.1,4.8,43.6,51.3,2019-20
Furkan Korkmaz,PHI,22,G-F,71,2.5,4.8,51.6,50.9,2019-20
Matisse Thybulle,PHI,23,G-F,64,2.4,4.8,49.5,50.8,2019-20
Kyle Anderson,MEM,26,F-G,67,2,4.8,42.8,52.3,2019-20
Doug McDermott,IND,28,F,69,2.5,4.6,52.8,51.3,2019-20
Seth Curry,DAL,29,G,63,2.5,4.5,55.6,51.2,2019-20
George Hill,MIL,34,G,58,2.1,4.5,46,50.6,2019-20
JJ Redick,NOP,36,G,60,2.4,4.3,56.2,52.1,2019-20
T.J. McConnell,IND,28,G,71,2.3,4.3,53.8,50.5,2019-20
Brad Wanamaker,BOS,30,G,69,2.3,4.1,55.1,51.8,2019-20
Gary Trent Jr.,POR,21,G-F,59,2,4.1,49.4,51.3,2019-20
Patty Mills,SAS,31,G,65,1.9,4,46.3,51.1,2019-20
Solomon Hill,MIA,29,F,58,2.1,3.9,54.4,52.8,2019-20
Ersan Ilyasova,MIL,33,F,62,1.8,3.9,45,52,2019-20
Monte Morris,DEN,25,G,73,2,3.9,51.8,51.4,2019-20
Terence Davis,TOR,23,G,69,1.8,3.7,47.3,51.5,2019-20
Tyus Jones,MEM,24,G,65,1.9,3.7,50.4,50.3,2019-20
Kevin Knox II,NYK,20,F,65,1.8,3.6,50.2,52.1,2019-20
James Ennis III,ORL,29,F,68,2,3.5,55.8,51.5,2019-20
Justin Jackson,DAL,25,F,64,1.7,3.5,47.6,51.4,2019-20
Georges Niang,UTA,27,F,65,1.7,3,56.6,50.8,2019-20
Semi Ojeleye,BOS,25,F,67,1.6,3,51.5,51.9,2019-20
Mike Scott,PHI,31,F,64,1.6,2.9,54.3,52.3,2019-20
Vince Carter,ATL,43,G-F,58,1.3,2.9,45.8,52.8,2019-20
Rudy Gobert,UTA,27,C,79,8.2,17.2,47.4,53,2018-19
Joel Embiid,PHI,25,F-C,61,7.3,16.6,44.1,52.6,2018-19
Brook Lopez,MIL,31,C,81,7.2,15.6,45.7,52.8,2018-19
Nikola Vucevic,ORL,28,C,78,7.5,15.1,49.7,53,2018-19
Jarrett Allen,BKN,21,C,80,7.5,14.4,51.8,53.2,2018-19
Andre Drummond,DET,25,C,79,7.2,13.8,52.3,53.4,2018-19
Steven Adams,OKC,25,C,79,7.1,13.8,51.4,53.5,2018-19
Nikola Jokic,DEN,24,C,80,6.8,13.7,50,54.2,2018-19
LaMarcus Aldridge,SAS,33,C-F,81,6.5,13.7,47.7,52.6,2018-19
Deandre Ayton,PHX,20,C,71,7.2,13.5,53.1,53.5,2018-19
Jusuf Nurkic,POR,24,C,72,6.2,13.4,45.8,53.5,2018-19
Myles Turner,IND,23,C-F,74,6.5,13.3,48.7,53.5,2018-19
Clint Capela,HOU,25,C,66,6.7,13.3,50.1,52.4,2018-19
Karl-Anthony Towns,MIN,23,C,77,6.7,13.3,50.5,52.9,2018-19
Al Horford,BOS,33,C-F,68,6.3,12.5,50.5,52.6,2018-19
Serge Ibaka,TOR,29,C-F,74,5.7,11.9,47.8,52.5,2018-19
Marc Gasol,TOR,34,C,79,5.3,11.6,46.2,52.6,2018-19
Montrezl Harrell,LAC,25,F-C,82,5.8,11.6,50.1,52.4,2018-19
JaVale McGee,LAL,31,C,75,5.3,11.4,46.8,53.1,2018-19
Enes Freedom,POR,27,C,67,5.7,11.2,50.9,53,2018-19
Hassan Whiteside,MIA,30,C,72,4.9,11.1,44.2,52.4,2018-19
Robin Lopez,CHI,31,C,72,5.3,10.9,48.5,52.8,2018-19
DeAndre Jordan,NYK,30,C,69,5.2,10.8,47.9,53.3,2018-19
Derrick Favors,UTA,27,F-C,74,4.7,10,46.7,52.5,2018-19
James Harden,HOU,29,G,77,5,9.9,50.8,52.7,2018-19
Willie Cauley-Stein,SAC,25,C,81,5.2,9.8,53.1,53.6,2018-19
Thomas Bryant,WAS,21,C,70,5.1,9.8,51.9,53.2,2018-19
Dewayne Dedmon,ATL,29,C,64,4.9,9.6,51.1,52.8,2018-19
Jrue Holiday,NOP,29,G,67,5.1,9.5,53.1,50.9,2018-19
Alex Len,ATL,26,C,77,4.8,9.4,51.3,52.1,2018-19
Larry Nance Jr.,CLE,26,F,67,4.7,9.2,51.1,52.4,2018-19
Draymond Green,GSW,29,F,66,4.4,9.1,48.3,52.5,2018-19
Paul George,OKC,29,F,76,4.5,8.9,50.1,52,2018-19
Domantas Sabonis,IND,23,F,74,4.3,8.8,48.2,52.7,2018-19
Pascal Siakam,TOR,25,F,80,4.1,8.6,48.1,52.3,2018-19
Danilo Gallinari,LAC,30,F,68,4.4,8.5,51.8,52.1,2018-19
CJ McCollum,POR,27,G,70,4.3,8.5,50.5,50.4,2018-19
Kemba Walker,CHA,29,G,81,4.6,8.5,53.4,51,2018-19
Kevon Looney,GSW,23,C-F,80,3.9,8.5,46.2,51.7,2018-19
Derrick White,SAS,24,G,67,4.2,8.4,49.5,50.8,2018-19
Tobias Harris,PHI,26,F,82,4.3,8.4,51.6,52.3,2018-19
Julius Randle,NOP,24,C-F,73,4.2,8.4,50.2,52.9,2018-19
Andrew Wiggins,MIN,24,F-G,73,4.3,8.4,52,51.8,2018-19
Ed Davis,BKN,30,C,81,4.1,8.3,49.4,52.4,2018-19
Jerami Grant,OKC,25,F,79,4.2,8.3,51.1,52.6,2018-19
Buddy Hield,SAC,26,G,82,4.5,8.2,54.7,51.2,2018-19
Jimmy Butler,PHI,29,G-F,63,4.5,8.1,55.4,51.6,2018-19
John Collins,ATL,21,F-C,61,4.1,8.1,50.8,52.9,2018-19
Kyle Lowry,TOR,33,G,65,3.8,8.1,46.9,51.3,2018-19
Bradley Beal,WAS,26,G,81,4.3,8,53.1,51.4,2018-19
Noah Vonleh,NYK,23,F,66,3.9,8,48.9,53,2018-19
P.J. Tucker,HOU,34,F,81,4.2,8,52.2,52.7,2018-19
Mason Plumlee,DEN,29,F-C,82,4.2,8,52.5,53.6,2018-19
Dennis Schroder,OKC,25,G,78,4.2,8,52.1,50.6,2018-19
Paul Millsap,DEN,34,F,70,4.4,7.9,54.9,53,2018-19
Aaron Gordon,ORL,23,F,76,3.9,7.9,49.7,51.5,2018-19
Josh Richardson,MIA,25,G-F,73,4,7.9,51.3,51,2018-19
Danny Green,TOR,32,G-F,79,4.1,7.9,52.4,51.3,2018-19
Mitchell Robinson,NYK,21,C,65,3.6,7.8,46.7,52.8,2018-19
Richaun Holmes,PHX,25,F-C,69,3.8,7.8,48.1,52.7,2018-19
Ben Simmons,PHI,22,G-F,76,4.3,7.8,55.3,51.5,2018-19
Jeff Green,WAS,32,F,76,4,7.8,51.9,52.5,2018-19
Kyle Kuzma,LAL,23,F,70,3.8,7.8,48.5,51.9,2018-19
Evan Fournier,ORL,26,G-F,79,4.1,7.8,53.3,50.7,2018-19
Jakob Poeltl,SAS,23,C,77,4,7.7,51.8,52.4,2018-19
Luka Doncic,DAL,20,F-G,72,4.1,7.6,54.3,52.1,2018-19
Cedi Osman,CLE,24,F,76,4.3,7.6,56.4,51.3,2018-19
Bam Adebayo,MIA,21,C-F,82,3.7,7.5,48.5,52.3,2018-19
Shai Gilgeous-Alexander,LAC,20,G,82,3.7,7.5,48.9,49.8,2018-19
Josh Hart,LAL,24,G,67,3.6,7.5,48.1,50.8,2018-19
Dwight Powell,DAL,27,F-C,76,4,7.5,52.8,52.5,2018-19
Thaddeus Young,IND,31,F,81,3.8,7.5,50.8,53.4,2018-19
Trae Young,ATL,20,G,81,4.3,7.4,57.6,50.4,2018-19
Jaren Jackson Jr.,MEM,19,F-C,58,3.6,7.4,48.5,53.5,2018-19
Klay Thompson,GSW,29,G,78,3.4,7.4,45.8,50.7,2018-19
Mike Muscala,LAL,27,F-C,61,3.7,7.4,50.2,52.6,2018-19
Justise Winslow,MIA,23,F-G,66,3.6,7.4,49.6,51.3,2018-19
Avery Bradley,MEM,28,G,63,3.7,7.3,50.3,51.1,2018-19
Ricky Rubio,UTA,28,G,66,4,7.3,54,50.4,2018-19
Damian Lillard,POR,28,G,80,3.6,7.3,49.4,50.1,2018-19
Nemanja Bjelica,SAC,31,F,77,3.8,7.3,51.8,53,2018-19
Blake Griffin,DET,30,F,75,3.6,7.2,50.5,52.8,2018-19
Al-Farouq Aminu,POR,28,F,81,3.6,7.2,50.9,52.6,2018-19
Mikal Bridges,PHX,22,F,81,3.8,7.2,53.4,51.6,2018-19
De'Aaron Fox,SAC,21,G,81,3.9,7.1,55.2,50.8,2018-19
Maxi Kleber,DAL,27,F,71,3.3,7.1,46.6,52.2,2018-19
Malcolm Brogdon,MIL,26,G,64,3.4,7.1,47.4,50.1,2018-19
Fred VanVleet,TOR,25,G,64,3.9,7.1,55.2,50,2018-19
Marvin Williams,CHA,33,F,74,3.6,7.1,51.5,52.4,2018-19
Zach Collins,POR,21,F-C,77,3.4,7,48.7,52,2018-19
Jabari Parker,WAS,24,F,62,3.8,7,53.9,52.3,2018-19
Devin Booker,PHX,22,G,64,3.9,7,55.4,51.2,2018-19
Jeremy Lamb,CHA,27,G,77,4,7,56.7,50.7,2018-19
D'Angelo Russell,BKN,23,G,81,3.7,6.9,53.9,50.8,2018-19
Kevin Durant,GSW,30,F,78,3.2,6.9,46.3,51.9,2018-19
Giannis Antetokounmpo,MIL,24,F,72,3.2,6.9,46.4,52.8,2018-19
Patrick Beverley,LAC,30,G,78,3.5,6.9,51.6,50.8,2018-19
Collin Sexton,CLE,20,G,82,4.3,6.8,62.3,51,2018-19
Tomas Satoransky,WAS,27,G-F,78,3.6,6.8,53.7,50.7,2018-19
Justin Holiday,MEM,30,F-G,80,3.5,6.8,51,51.8,2018-19
Joe Ingles,UTA,31,F,80,3.5,6.7,52,51.5,2018-19
